Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
riz-doghazal,RIZ DOGHAZAL 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,RIZ,"",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/RIZDOGHAZAL.png?v=1781099737,1,"",false,,,,kg,,,active
riz-borgain,RIZ TAGINE 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,RIZ,"",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,2.29,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/93.png?v=1780675566,1,"",false,,,,kg,,,active
riz-borgain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/94.png?v=1780675566,2,"",,,,,,,,
riz-tagine,RIZ TAGINE 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,RIZ,"",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/1006.jpg?v=1779725892,1,"",false,,,,kg,,,active
couscous-kenz,COUSCOUS KENZ FIN 1KG,"<p>Couscous de semoule de blé dur finement travaillé selon la tradition marocaine, à la texture légère et aérée. Facile et rapide à préparer, il accompagne parfaitement viandes, légumes et bouillons savoureux.</p>",AL-SAFA,"Alimentation, boissons et tabac > Aliments > Graines, riz et céréales > Couscous",COUSCOUS,"",true,TYPE,FIN 1KG,,,,,,,,,0.0,,300,continue,manual,2.49,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/92.png?v=1780675276,1,"",false,,,,kg,,,active
couscous-kenz,,,,,,,,,MOYEN 1KG,,,,,,,,,0.0,,0,continue,manual,2.59,,true,true,,,,,,,,,,,,,kg,,,
couscous-dari-berkouks,COUSCOUS DARI BERKOUKS 1KG,"<p>Couscous de semoule de blé dur finement travaillé selon la tradition marocaine, à la texture légère et aérée. Facile et rapide à préparer, il accompagne parfaitement viandes, légumes et bouillons savoureux.</p>",AL-SAFA,"Alimentation, boissons et tabac > Aliments > Graines, riz et céréales > Couscous",COUSCOUS,"",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/couscous_bekouks_1kg.png?v=1780277026,1,"",false,,,,kg,,,active
couscous-dari-complet,COUSCOUS DARI COMPLET 1KG,"<p>Couscous de semoule de blé dur finement travaillé selon la tradition marocaine, à la texture légère et aérée. Facile et rapide à préparer, il accompagne parfaitement viandes, légumes et bouillons savoureux.</p>",AL-SAFA,"Alimentation, boissons et tabac > Aliments > Graines, riz et céréales > Couscous",COUSCOUS,"",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/middle_square_couscous-complet-1-kg-dari_6111094000594.jpg?v=1780276867,1,"",false,,,,kg,,,active
couscous-dari-fine-1,COUSCOUS DARI FINE 1KG,"<p>Couscous de semoule de blé dur finement travaillé selon la tradition marocaine, à la texture légère et aérée. Facile et rapide à préparer, il accompagne parfaitement viandes, légumes et bouillons savoureux.</p>",AL-SAFA,"Alimentation, boissons et tabac > Aliments > Graines, riz et céréales > Couscous",COUSCOUS,"",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/COUSCOUSDARIfine_7c879d7c-0f66-4d62-9e9e-f0fee0d9069e.jpg?v=1780157158,1,"",false,,,,kg,,,active
couscous-dari-moyen-1,COUSCOUS DARI MOYEN 1KG,"<p>Couscous de semoule de blé dur finement travaillé selon la tradition marocaine, à la texture légère et aérée. Facile et rapide à préparer, il accompagne parfaitement viandes, légumes et bouillons savoureux.</p>",AL-SAFA,"Alimentation, boissons et tabac > Aliments > Graines, riz et céréales > Couscous",COUSCOUS,"",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/COUSCOUSDARIMOYEN_517e0396-a16b-4380-82e4-ee548d8c1720.jpg?v=1780156512,1,"",false,,,,kg,,,active
feve-entiere-grosse,FEVE ENTIERE GROSSE 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,FEVE,"",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,3.19,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/91.png?v=1780675218,1,"",false,,,,kg,,,active
feve-cassee-bograin,FEVE CASSEE BOGRAIN 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,FEVE,"",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,2.29,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/84.png?v=1780675234,1,"",false,,,,kg,,,active
feve-cassee-tagine,FEVE CASSEE TAGINE 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,FEVE,"",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,2.29,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/68a8295d3670b_0126.jpg?v=1779725977,1,"",false,,,,kg,,,active
pois-casse-verts,POIS CASSE VERTS 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,POIS,"",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,2.29,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/83.png?v=1780675151,1,"",false,,,,kg,,,active
pois-casse-jaune,POIS CASSE JAUNE 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,POIS,"",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,2.89,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/82.png?v=1780675127,1,"",false,,,,kg,,,active
lentilles-rouge-chatar,LENTILLES ROUGE CHATAR 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,LENTILLES,"",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,2.39,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/65.png?v=1780673477,1,"",false,,,,kg,,,active
lentilles-rouge-konouz,LENTILLES ROUGE KONOUZ 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,LENTILLES,"",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,2.89,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/64.png?v=1780673446,1,"",false,,,,kg,,,active
lentilles-rouge-tagine,LENTILLES ROUGE TAGINE 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,LENTILLES,"",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/68a82a05aaf8f_0722.jpg?v=1779725770,1,"",false,,,,kg,,,active
haricot-noir-lingot-tagine,HARICOT NOIR LINGOT TAGINE 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,HARICOT,"",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/68a82a8d88bed_1075.jpg?v=1779725747,1,"",false,,,,kg,,,active
haricot-rouge-lingot-bograin,HARICOT ROUGE LINGOT BOGRAIN 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,HARICOT,"",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/HARICOTROUGELINGOTBOGRAIN.png?v=1781099730,1,"",false,,,,kg,,,active
haricot-blanc-lingot-bograin,HARICOT BLANC LINGOT BOGRAIN 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,HARICOT,"",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,2.79,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/63.png?v=1780673412,1,"",false,,,,kg,,,active
haricot-blanc-lingot-konouz,HARICOT BLANC LINGOT KONOUZ 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,HARICOT,"",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,2.89,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/62.png?v=1780673381,1,"",false,,,,kg,,,active
haricot-blanc-lingot-tagine,HARICOT BLANC LINGOT TAGINE 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,HARICOT,"",true,POIDS,1KG,,,,,,,,,500.0,,300,continue,manual,1.00,,true,false,50000.0,ml,5000,ml,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/68a829c3d4c2f_0671.jpg?v=1779725724,1,"",false,,,,g,,,active
haricot-blanc-lingot-chatar,HARICOT BLANC LINGOT CHATAR 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,HARICOT,"",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,2.49,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/61.png?v=1780673305,1,"",false,,,,kg,,,active
lentilles-bograin,LENTILLES BOGRAIN 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,LENTILLES,"",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/borgainlentilles.webp?v=1779725521,1,"",false,,,,kg,,,active
lentilles-chatar,LENTILLES CHATAR 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,LENTILLES,"",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,2.39,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/Designsanstitre_2.png?v=1780673214,1,"",false,,,,kg,,,active
lentilles-tagine,LENTILLES TAGINE 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,LENTILLES,"",true,POIDS,1KG,,,,,,,,,200.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/lentils.jpg?v=1779725481,1,"",false,,,,g,,,active
lentilles-konoz,LENTILLES KONOZ 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,LENTILLES,"",true,POIDS,1KG,,,,,,,,,200.0,,300,continue,manual,2.89,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/60.png?v=1780673177,1,"",false,,,,g,,,active
couscous-alitkane,COUSCOUS ALITKANE 5KG,"<p>Couscous de semoule de blé dur finement travaillé selon la tradition marocaine, à la texture légère et aérée. Facile et rapide à préparer, il accompagne parfaitement viandes, légumes et bouillons savoureux.</p>",AL-SAFA,"Alimentation, boissons et tabac > Aliments > Graines, riz et céréales > Couscous",COUSCOUS,"",true,POIDS,5KG,,,,,,,,,200.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/alitkane.webp?v=1779725441,1,"",false,,,,g,,,active
couscous-dari-fine,COUSCOUS DARI FINE 5KG,"<p>Couscous de semoule de blé dur finement travaillé selon la tradition marocaine, à la texture légère et aérée. Facile et rapide à préparer, il accompagne parfaitement viandes, légumes et bouillons savoureux.</p>",AL-SAFA,"Alimentation, boissons et tabac > Aliments > Graines, riz et céréales > Couscous",COUSCOUS,"",true,POIDS,5KG,,,,,,,,,181.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/middle_square_couscous-fin-5-kg-dari_6111094000235.jpg?v=1780276921,1,"",false,,,,g,,,active
couscous-dari-moyen,COUSCOUS DARI MOYEN 5KG,"<p>Couscous de semoule de blé dur finement travaillé selon la tradition marocaine, à la texture légère et aérée. Facile et rapide à préparer, il accompagne parfaitement viandes, légumes et bouillons savoureux.</p>",AL-SAFA,"Alimentation, boissons et tabac > Aliments > Graines, riz et céréales > Couscous",COUSCOUS,"",true,POIDS,5KG,,,,,,,,,181.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/middle_square_couscous-moyen-5-kg-dari_6111094000082_8a2274ec-837e-468d-9861-62306477d8da.jpg?v=1780276973,1,"",false,,,,g,,,active
alwalimah,"ALWALIMAH 4,5KG","<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,RIZ,"",true,POIDS,"4,5KG",,,,,,,,,181.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/ALWALIMAH.png?v=1781099762,1,"",false,,,,g,,,active
jasmine-riz,JASMINE RIZ 5KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,RIZ,"",true,POIDS,5KG,,,,,,,,,177.0,,300,continue,manual,13.99,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/58.png?v=1780673132,1,"",false,,,,g,,,active
mehnat,MEHNAT 5KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,RIZ,"",true,POIDS,5KG,,,,,,,,,177.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/MEHNAT-CROWN-SPECIAL-BASMATI-RICE-4.5KG.jpg?v=1779725168,1,"",false,,,,g,,,active
fidoo,FIDOO 5KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,RIZ,"",true,POIDS,5KG,,,,,,,,,177.0,,300,continue,manual,12.99,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/57.png?v=1780673059,1,"",false,,,,g,,,active
riz-mahmood-xxl-white,RIZ MAHMOOD XXL WHITE 5KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,RIZ,"",true,POIDS,5KG,,,,,,,,,150.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/RIZMAHMOODXXLWHITE_efd367c5-834e-430a-958a-0ae5fd55bab4.jpg?v=1779724826,1,"",false,,,,g,,,active
riz-mahmood-sella,RIZ MAHMOOD SELLA 5KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,RIZ,"",true,POIDS,5KG,,,,,,,,,150.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/mahmood-rice-sella-premium-basmatiris-45kg-3.jpg?v=1779724949,1,"",false,,,,g,,,active
chay-alsitinat,CHAY ALSITINAT 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"chas, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,2.25,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/55.png?v=1780671671,1,"",false,,,,kg,,,active
bouraza-jasmin,BOURAZA JASMIN 150G 150G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"bou aza, the",true,POIDS,150G,,,,,,,,,0.0,,300,continue,manual,2.75,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/Designsanstitre_1.png?v=1780669956,1,"",false,,,,kg,,,active
chater-alyaqut,CHATER ALYAQUT 400G 400G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"chaaer, the",true,POIDS,400G,,,,,,,,,0.0,,300,continue,manual,4.25,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/54.png?v=1780669845,1,"",false,,,,kg,,,active
chater-malaki,CHATER MALAKI 200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"chamer, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,2.25,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/53.png?v=1780669826,1,"",false,,,,kg,,,active
chater-gold,CHATER GOLD 400G 400G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,,THE,"chager, the",true,POIDS,400G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,,,,false,,,,kg,,,active
chater-gold,,,,,,,,,200G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,,,,,,,,kg,,,
alberad-konouz,ALBERAD KONOUZ 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"alb rad, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,2.75,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/52.png?v=1780669802,1,"",false,,,,kg,,,active
bio-tea,BIO TEA PALMIER 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"bio t, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,1.90,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/51.png?v=1780669740,1,"",false,,,,kg,,,active
saghero-41022,SAGHERO 41022 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,,THE,"sag ero, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,,,,false,,,,kg,,,active
the-rmila,THE RMILA 41022 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"the, thelr",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,2.89,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/50.png?v=1780669730,1,"",false,,,,kg,,,active
gamra-9371-200g,GAMRA 9371 200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"gam3a, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,2.60,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/49.png?v=1780669725,1,"",false,,,,kg,,,active
dahmiss-41022,DAHMISS 41022 200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"dah iss, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/E5EBD2E7-B211-40BE-8A29-74871522AB4F.webp?v=1780279056,1,"",false,,,,kg,,,active
chay-laayoune,CHAY LAAYOUNE 41022 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"chaa, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,1.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/0472.jpg?v=1780278627,1,"",false,,,,kg,,,active
alrayhane-41022,ALRAYHANE 41022 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"alrnyhane, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,2.30,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/48.png?v=1780586153,1,"",false,,,,kg,,,active
bouraza-rubus,BOURAZA RUBUS 200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"bou aza, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,2.40,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/40_fc40ab31-7ab2-4767-b90d-e58c510c0e67.png?v=1780584124,1,"",false,,,,kg,,,active
kunuz-40122-400g,KUNUZ 40122 400G 400G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"kun0z, the",true,POIDS,400G,,,,,,,,,0.0,,300,continue,manual,5.95,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/47.png?v=1780586186,1,"",false,,,,kg,,,active
kunuz-40122-200g,KUNUZ 40122 200G 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"kun0z, the",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,3.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/46.png?v=1780586200,1,"",false,,,,kg,,,active
lulu-3505-400g,LULU 3505 400G 400G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",AL-SAFA,Non classé,THE,"lul0, the",true,POIDS,400G,,,,,,,,,0.0,,300,continue,manual,4.60,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/45.png?v=1780586219,1,"",false,,,,kg,,,active
